AA,566,CDG,1,3,42,PHL,0755,1325,12MAY,245.45,346.90,256.00,68.31,53.63,77.21
AA,456,CHA,35,7,8,CLT,1200,1324,12MAY,145.45,176.90,234.00,36.20,73.08,67.38
AA,363,CHA,35,7,8,DCA,1100,1524,12MAY,145.45,176.90,784.00,47.71,46.48,22.08
AA,245,CHA,3,5,7,DFW,0555,1125,12MAY,45.34,176.90,234.00,85.12,47.67,41.86
AA,203,CHA,35,7,8,ORD,0555,1225,13MAY,895.45,346.90,834.00,53.27,73.05,80.18
AA,884,CHC,20,0,9,SYD,0555,1125,13MAY,895.45,176.90,934.00,21.81,20.06,81.02
AA,384,CHO,40,1,5,CLT,0655,1125,13MAY,765.45,346.90,734.00,61.67,40.06,56.50
AA,575,CHO,4,01,5,LGA,0750,2045,13MAY,455.45,176.90,134.00,74.83,41.03,38.88
AA,521,CHO,4,0,15,ORD,1025,1120,14MAY,655.49,126.90,234.00,47.38,57.12,20.76
AA,356,CHO,4,2,2,PHL,1125,1440,14MAY,545.45,179.90,814.00,30.60,42.61,70.67
AA,114,CHS,38,0,6,CLT,1015,1320,14MAY,345.45,976.90,534.00,76.43,84.64,42.20
AA,752,CHS,3,8,6,DCA,0725,1450,15MAY,345.45,176.90,234.00,78.01,31.82,25.82
AA,665,CHS,3,8,6,DFW,1025,1720,15MAY,125.45,196.90,674.23,34.18,65.38,75.57
AA,549,CHS,1,9,4,MIA,0525,0840,15MAY,265.45,176.90,234.00,56.24,30.66,25.03
AA,245,CHS,18,0,5,PHL,1025,1320,15MAY,45.12,186.90,124.23,63.74,55.11,28.65
CA,754,ADD,11,0,7,CAN,1025,2220,15MAY,355.34,176.90,234.00,43.50,57.64,28.61
CA,751,ADD,1,10,4,PEK,1025,1400,16MAY,145.12,136.90,67.70,55.23,50.38,23.23
CA,752,AKL,20,0,6,PVG,1025,1530,16MAY,245.45,136.90,146.77,25.84,26.02,54.44
CA,734,AKU,6,40,4,CTU,1005,1255,16MAY,435.56,236.90,564.23,70.27,53.50,76.33
CA,736,ARN,7,3,7,GOT,1020,1640,16MAY,425.12,286.90,178.34,37.71,53.48,45.32
CA,758,ARN,2,3,5,GVA,1125,1755,16MAY,145.12,435.90,178.56,40.56,52.14,68.65
CA,437,ARN,7,3,7,HEL,1725,2155,17MAY,545.12,532.90,567.33,30.63,20.45,58.23
CA,451,ARN,6,3,7,PEK,1330,1830,17MAY,745.12,643.90,456.23,63.24,86.75,32.17
CA,122,ARN,7,3,2,TMP,1040,1920,17MAY,845.12,134.90,241.23,68.31,53.53,54.57
CA,125,ARN,7,3,7,VAA,1225,1530,17MAY,945.12,1183.90,453.45,23.74,60.57,51.52
CA,141,ATH,3,9,41,MUC,1020,1640,17MAY,235.12,865.90,456.23,64.85,77.52,82.48
CA,731,ATL,3,6,8,IAH,1330,1830,17MAY,322.12,165.90,123.23,62.00,48.25,23.48
CA,753,BAV,6,3,6,CAN,1025,2220,17MAY,246.12,226.90,256.45,41.10,30.33,54.74
CA,757,BAV,3,4,6,PEK,1330,1830,17MAY,451.12,646.90,167.23,58.77,46.54,34.85
CA,755,BAV,6,4,4,TSN,1025,2220,18MAY,452.12,246.90,465.23,21.42,86.48,75.68
CA,555,BAV,3,4,6,TYN,1225,1530,18MAY,453.12,153.90,145.67,25.24,21.40,35.24
CA,556,BCN,12,1,8,VIE,1225,1530,18MAY,454.12,486.90,677.23,34.65,65.71,87.76
CA,557,BHY,3,5,1,HGH,1225,1530,18MAY,455.12,286.90,786.46,67.60,87.17,81.85
CA,552,BHY,3,5,1,PEK,1330,1830,18MAY,234.48,138.90,677.56,78.08,63.47,25.01
CA,119,BKK,3,8,5,PEK,1920,2240,18MAY,70.45,356.56,840.00,71.78,70.58,51.67
AF,137,ABE,4,3,15,ATL,0920,1640,18MAY,46.45,236.60,464.00,31.28,57.31,40.64
AF,138,ABJ,2,5,3,CDG,0820,1650,18MAY,566.45,356.60,356.00,27.40,83.85,41.76
AF,139,ABQ,4,0,19,ATL,1020,1630,18MAY,124.45,356.60,840.00,72.44,71.01,57.01
AF,140,ABV,2,6,0,CDG,1000,1340,18MAY,70.45,356.60,840.00,76.87,51.41,84.62
AF,141,ABV,2,6,1,PHC,1010,1540,19MAY,713.45,356.60,213.00,74.67,38.26,33.28
AF,142,ABY,5,7,15,ATL,1120,1840,20MAY,70.45,346.60,45.45,21.82,21.01,31.20
AF,143,ABZ,5,3,2,CDG,1120,1740,20MAY,123.45,236.60,840.00,46.64,24.83,66.57
AF,144,AEX,3,8,2,ATL,1110,1940,20MAY,70.34,356.60,430.00,30.77,85.04,66.23
AF,145,AGP,1,23,0,CDG,0820,1400,21MAY,70.45,466.60,840.00,32.52,54.57,56.50
AF,146,AGS,3,6,5,ATL,1020,1610,21MAY,170.45,136.60,540.00,24.04,42.52,53.65
AF,147,AJA,13,2,4,LGG,1120,1940,21MAY,243.45,356.60,840.00,36.22,65.16,82.10
AF,131,AJA,13,24,4,LYS,1120,1840,21MAY,70.45,323.50,840.00,75.36,70.16,65.38
AF,132,AJA,1,2,4,MRS,1020,1740,22MAY,536.45,356.60,823.00,85.43,26.26,51.75
AF,133,AJA,3,2,4,NCE,0920,1350,22MAY,70.45,356.34,840.00,60.58,82.36,51.82
AF,134,AJA,1,3,23,NTE,0820,1400,22MAY,467.45,79.60,856.00,23.87,34.68,50.84
AF,135,AJA,13,21,2,ORY,0700,1040,22MAY,70.45,356.60,123.00,35.46,47.07,85.41
AF,136,AJA,1,32,4,TLS,1320,1840,23MAY,70.45,907.60,840.00,44.44,62.56,47.28
AF,237,ALB,38,6,4,ATL,1420,2040,23MAY,245.45,356.60,34.04,77.30,58.31,80.50
AF,337,ALG,2,1,0,CDG,1120,1940,23MAY,254.45,224.60,842.00,75.71,34.14,85.28
AF,437,ALG,2,10,3,MRS,1420,2040,23MAY,235.45,243.60,467.00,67.24,43.10,70.66
AF,537,AMM,2,17,0,CDG,1120,1940,24MAY,70.45,356.60,840.00,77.73,23.80,41.83
AF,637,AMS,5,8,0,AUH,0700,1040,24MAY,50.00,60.60,840.00,88.38,68.50,58.06
AF,737,AMS,5,8,2,BOD,0920,1350,24MAY,70.45,356.60,840.00,41.26,87.30,25.42
AF,163,AMS,5,8,0,BSL,0820,1400,24MAY,120.00,50.00,140.60,83.37,32.52,60.07
AF,177,AMS,5,8,0,CDG,1120,1940,25MAY,110.50,90.40,140.00,85.30,72.81,47.45
AF,152,AMS,1,4,2,CFE,0700,1040,25MAY,130.00,20.00,160.00,32.68,35.77,83.22
AF,154,AMS,2,8,1,DMM,0820,1400,25MAY,120.70,45.60,166.00,81.27,68.51,76.67
AF,122,AMS,4,3,0,DOH,0820,1130,26MAY,427.00,45.00,182.00,27.53,64.47,47.38
AF,121,AMS,5,8,0,HRE,1420,2040,26MAY,120.00,20.00,240.00,81.80,53.80,53.54
AF,123,AMS,3,8,2,JRO,0820,1220,26MAY,470.00,60.60,800.00,87.80,70.03,22.77
AF,124,AMS,5,8,1,KGL,0920,1350,27MAY,340.00,60.60,540.00,58.61,21.82,86.40
AF,125,AMS,5,7,0,KUL,0700,1045,27MAY,270.00,60.60,120.00,48.46,46.68,76.82
AF,127,AMS,1,8,2,KWI,0800,1455,27MAY,70.00,60.60,840.00,25.45,65.32,76.45
AF,612,AMS,5,3,2,LCY,0900,1140,28MAY,170.00,60.60,440.00,23.07,76.14,31.07
AF,621,AMS,4,8,0,LYS,0930,1245,28MAY,110.40,550.60,240.00,88.05,50.57,37.42
AF,642,AMS,5,8,0,MRS,1020,1540,28MAY,890.00,620.60,520.00,63.48,32.34,27.32
AF,622,AMS,5,8,0,NCE,1200,1450,28MAY,560.00,20.60,560.90,36.60,58.87,72.77
AF,865,CDG,13,8,2,OUA,1330,1740,29MAY,230.00,45.60,290.90,26.47,86.03,45.84
AF,832,CDG,1,38,2,PEK,1500,1940,29MAY,460.00,55.60,210.00,57.13,55.12,55.02
AF,831,CDG,13,8,2,PHL,1600,2030,29MAY,870.50,72.60,160.60,42.51,61.52,66.60
AF,977,CDG,1,38,2,PIT,1140,1540,29MAY,870.00,29.60,146.00,38.46,87.13,67.51
AF,877,CDG,13,8,2,PNR,0640,1240,30MAY,188.00,550.50,150.00,88.52,38.67,34.27
AF,841,CDG,1,38,2,PRG,0620,1340,30MAY,170.00,600.60,350.00,26.45,66.82,31.02
AF,842,CDG,1,38,2,PTY,0700,1240,30MAY,876.00,100.60,145.00,26.17,40.21,72.83
AF,843,CDG,1,32,4,PUF,0820,1530,30MAY,270.40,60.60,240.70,87.08,46.00,88.82
AF,845,CDG,11,3,8,PUJ,1550,1855,08MAY,471.00,66.78,560.80,61.72,67.74,66.73
AF,888,CDG,1,3,8,PVG,1520,2040,08MAY,271.00,460.78,360.70,72.60,43.62,66.30
AF,866,CDG,1,3,2,RBA,1820,2140,08MAY,371.00,407.70,240.70,73.15,48.62,38.15
AF,965,CDG,1,3,8,RIX,1120,1840,08MAY,701.00,403.78,360.80,22.72,64.06,35.26
AF,865,CDG,1,3,8,RNS,1220,1740,09MAY,671.00,203.70,320.40,68.63,76.07,58.25
AF,864,CDG,1,1,6,ROB,1015,1420,09MAY,301.00,410.78,360.80,38.41,20.40,24.88
AF,863,CDG,3,3,8,RUH,1140,1940,09MAY,311.00,504.08,470.40,43.08,22.02,24.05
AF,216,MRS,2,4,5,CDG,1040,1245,11MAY,271.00,506.78,560.80,32.37,72.37,84.62
AF,234,MRS,13,5,3,ORY,1120,1840,09MAY,111.00,54.00,450.30,81.26,67.47,56.44
AF,257,MRS,13,5,3,PRG,1120,1840,09MAY,215.00,504.08,40.40,85.03,45.30,21.11
AF,299,MRS,12,5,3,RAK,1120,1840,09MAY,831.00,404.08,420.30,36.65,32.20,60.87
AF,268,MRS,1,35,3,RNS,1140,1440,01JUN,321.00,604.08,170.40,27.68,78.61,43.42
AF,281,MRS,13,5,3,SVO,0640,1245,01JUN,311.00,504.03,270.40,30.44,30.67,77.01
AF,279,MRS,12,5,3,TLV,1140,1940,01JUN,371.00,604.38,460.50,28.03,48.36,87.61
AF,268,MRS,33,5,3,TUN,0640,1245,01JUN,331.00,214.68,470.70,72.61,75.66,25.25
AF,209,MRS,13,5,3,TXL,0640,1245,11MAY,411.00,124.08,460.56,34.14,40.22,67.82
AF,206,MRS,2,34,5,VCE,0640,1245,11MAY,661.00,543.75,570.46,88.32,76.62,41.52
AF,224,MRU,8,9,3,CDG,1140,1940,11MAY,361.00,409.08,470.40,84.46,56.86,40.30
AH,794,ALG,2,1,0,ETZ,0740,1345,11MAY,371.00,524.08,470.56,63.42,80.05,76.64
AI,218,BHO,30,0,2,DEL,0850,1245,11MAY,381.00,204.08,566.40,76.12,61.15,81.13
AK,576,KBR,32,9,8,JHB,1140,1940,03JUN,311.00,504.08,435.46,72.02,72.76,62.71
AK,574,KBR,3,29,8,KCH,0640,1345,03JUN,311.00,504.08,250.40,77.07,38.41,57.66
AK,573,KBR,3,2,8,KUL,0640,1145,03JUN,351.00,144.33,240.57,75.48,43.05,61.50
AK,572,KBR,2,9,8,SIN,1140,1940,03JUN,611.00,524.56,120.40,66.81,63.31,62.51
AM,323,ATL,36,8,2,EWR,1640,1945,04JUN,711.00,304.45,170.40,37.68,55.51,73.27
AM,322,ATL,3,6,2,FCO,1555,1740,04JUN,381.00,404.08,777.78,74.77,37.10,50.16
AM,331,ATL,8,3,2,GDL,1805,2145,05JUN,361.00,555.56,470.40,61.20,40.01,30.17
AM,341,ATL,36,8,2,IAD,1805,2145,03JUN,521.00,564.08,430.56,56.50,50.28,37.84
AM,231,ATL,3,4,1,IND,1805,2145,03JUN,321.00,124.08,123.40,33.64,52.03,52.51
AR,432,CRD,24,8,7,AEP,1140,1940,05JUN,411.00,753.08,356.56,24.34,22.28,77.12
AR,442,CRD,2,4,7,NQN,1605,2045,05JUN,311.00,277.08,345.40,20.16,44.23,43.53
AR,312,CTC,24,5,5,AEP,1905,2245,06JUN,511.00,304.08,434.60,28.33,35.82,67.52
AR,112,CUN,18,5,2,EZE,1140,1940,06JUN,361.00,564.08,470.48,28.72,21.88,53.57
AT,445,ORY,13,8,6,ESU,1005,1345,09JUN,722.00,647.08,470.40,48.88,54.05,62.07
AT,448,ORY,1,38,6,FEZ,1805,2145,09JUN,221.00,124.08,787.78,41.28,23.01,61.42
AT,444,ORY,3,8,6,OUD,0800,1155,10JUN,348.00,24.08,436.40,28.83,71.60,58.16
AT,434,ORY,1,8,6,OZZ,1805,2145,10JUN,811.00,43.80,134.40,83.73,37.74,85.41
AT,123,ORY,1,3,6,RAK,1140,1940,09JUN,151.00,54.08,235.45,33.13,24.68,83.00
DL,412,AER,18,29,17,KZN,0710,1710,07MAY,378.56,662.86,485.45,58.30,58.21,77.02
IR,064,ASF,15,11,31,KZN,0700,1740,07MAY,456.12,133.68,313.68,47.72,47.03,82.51
DL,446,ASF,15,23,8,MRV,0710,1340,07MAY,138.13,243.41,108.70,74.15,73.76,83.41
IR,673,CEK,8,18,7,KZN,0820,1740,08MAY,201.37,875.44,762.18,52.01,40.37,67.74
DL,006,CEK,2,32,26,OVB,0320,1300,08MAY,532.36,351.05,385.74,52.78,28.17,63.53
IR,254,AYP,13,6,4,LIM,0230,1200,07MAY,051.45,612.80,082.42,30.51,86.46,80.31
IR,060,CUZ,32,14,12,LIM,0240,1410,07MAY,000.06,760.68,415.35,81.13,31.77,46.06
DL,111,CUZ,18,28,10,PEM,0610,1130,08MAY,271.18,404.64,743.04,53.46,56.41,32.75
DL,275,HUU,7,22,26,LIM,0130,1820,07MAY,767.51,535.10,055.24,40.46,82.22,60.27
IR,825,IQT,32,13,9,PCL,0110,1140,07MAY,047.67,462.53,431.51,50.63,53.15,33.06
DL,713,IQT,1,14,25,TPP,0820,1540,07MAY,027.17,004.12,282.78,78.24,65.13,88.00
DL,883,LIM,28,3,14,AYP,0600,1410,02JUN,846.32,277.25,625.30,21.18,28.67,26.31
DL,512,LIM,8,5,26,CUZ,0020,1320,02JUN,272.17,742.36,578.88,63.87,61.67,56.84
DL,111,LIM,19,4,32,HUU,0540,1620,02JUN,843.27,145.67,766.43,23.03,71.02,81.63
IR,550,LIM,2,20,30,PCL,0730,1440,07JUN,086.17,815.14,082.81,35.81,58.04,75.24
IR,866,LIM,25,14,25,TPP,0640,1030,07JUN,173.82,531.57,256.88,34.00,65.86,51.32
IR,317,PCL,16,15,23,IQT,0000,1120,07JUN,183.10,373.76,048.56,24.85,44.16,48.42
DL,453,ABJ,10,15,27,BOY,0230,1410,07JUN,777.65,244.01,326.87,86.23,71.32,21.61
DL,513,ABJ,31,28,20,OUA,0440,1530,07JUN,200.18,664.22,067.62,31.22,78.41,72.58
IR,275,ACC,21,3,11,OUA,0420,1800,07JUN,286.55,400.36,777.45,75.25,53.32,70.74
DL,660,BKO,29,31,6,ABJ,0710,1520,07JUN,500.10,238.72,364.27,58.34,37.70,75.64
DL,238,BKO,19,2,21,DKR,0630,1010,07JUN,046.74,354.55,806.72,35.86,51.75,87.24
DL,327,BKO,12,9,1,OUA,0310,1720,10MAY,208.38,088.74,526.07,56.48,50.51,44.84
IR,637,BOY,6,16,26,ABJ,0140,1630,10MAY,817.35,134.20,474.64,33.65,54.34,76.00
DL,320,BOY,12,11,29,OUA,0010,1430,11MAY,375.68,448.65,108.16,25.01,66.08,26.32
IR,553,COO,5,3,14,LFW,0400,1310,10MAY,214.06,741.62,258.55,62.00,72.54,82.32
DL,215,COO,25,4,14,OUA,0520,1130,8MAY,678.44,875.81,504.45,22.52,53.84,57.76
DL,784,CDG,2,30,3,CLT,0640,1630,10MAY,776.51,420.65,641.58,41.50,36.45,42.81
DL,823,CDG,31,7,24,DFW,0100,1730,10MAY,455.33,110.27,175.04,67.13,40.53,30.06
IR,700,CDG,18,28,22,JFK,0820,1110,10MAY,271.22,660.21,625.51,32.30,64.43,71.36
IR,807,CDG,25,2,21,KUL,0300,1730,12MAY,362.64,342.72,160.55,84.03,51.18,43.40
IR,166,CDG,1,22,4,LHR,0010,1600,12MAY,072.08,883.76,417.43,88.40,70.61,81.62
IR,742,CDG,29,7,21,MIA,0240,1410,12MAY,305.05,844.01,746.23,64.20,52.31,73.16
IR,002,CDG,14,20,0,ORD,0230,1240,12MAY,264.85,657.00,780.40,42.36,70.27,36.30
DL,118,CDG,9,15,4,PHL,0430,1120,12MAY,081.74,265.57,266.38,57.40,84.34,28.70
IR,458,CHA,18,13,11,CLT,0510,1710,12MAY,533.30,471.30,183.55,84.22,77.62,20.37
DL,652,CHA,24,10,0,DCA,0820,1800,12MAY,102.05,442.22,064.54,42.67,86.17,35.81
DL,261,CHA,20,17,1,DFW,0620,1400,12MAY,214.83,321.04,308.17,65.16,66.73,55.24
IR,203,CHA,5,2,4,ORD,0720,1020,13MAY,506.87,257.51,847.23,52.72,25.86,82.76
IR,784,CHC,28,23,25,SYD,0340,1320,13MAY,856.41,233.43,383.30,87.30,34.44,70.14
DL,614,CHO,32,9,7,CLT,0400,1310,13MAY,377.78,074.11,075.15,73.12,57.17,76.01
DL,577,CHO,2,10,4,LGA,0140,1510,13MAY,614.67,040.18,785.10,66.27,61.02,40.41
DL,178,CHO,29,25,0,ORD,0610,1200,14MAY,686.71,818.27,588.01,38.76,20.26,75.78
DL,718,CHO,3,17,28,PHL,0820,1140,14MAY,503.88,437.46,423.14,84.00,77.56,37.18
IR,440,CHS,13,7,22,CLT,0330,1040,14MAY,700.52,161.21,884.17,44.47,81.68,81.42
IR,808,CHS,29,6,16,DCA,0620,1620,15MAY,383.41,704.05,786.24,75.00,33.13,33.14
IR,664,CHS,6,9,14,DFW,0810,1620,15MAY,484.47,850.05,738.44,45.52,62.12,35.61
IR,506,CHS,28,18,11,MIA,0400,1520,15MAY,573.21,864.53,650.68,26.10,37.36,23.68
DL,486,CHS,18,2,17,PHL,0830,1030,15MAY,502.83,537.83,665.47,82.44,57.40,34.81
DL,360,ADD,17,25,24,CAN,0500,1530,15MAY,377.76,747.42,454.34,21.36,84.43,38.53
IR,637,ADD,29,0,18,PEK,0440,1230,16MAY,626.63,463.12,613.05,27.71,26.25,60.13
IR,666,AKL,18,26,8,PVG,0110,1620,16MAY,571.78,270.04,048.67,80.65,33.74,64.85
IR,728,AKU,15,13,0,CTU,0130,1120,16MAY,451.60,648.47,100.20,32.88,51.67,71.00
DL,086,ARN,21,18,9,GOT,0520,1300,16MAY,263.71,561.21,282.41,81.48,30.52,41.01
DL,460,ARN,10,27,11,GVA,0340,1010,16MAY,306.03,264.71,357.76,33.54,20.02,74.65
DL,724,ARN,22,30,17,HEL,0530,1500,17MAY,577.22,818.38,842.28,60.37,51.16,57.61
DL,126,ARN,7,24,27,PEK,0110,1300,17MAY,833.24,838.06,235.43,26.77,85.15,51.50
IR,027,ARN,13,32,21,TMP,0710,1440,17MAY,101.03,715.15,018.32,61.20,54.56,54.00
DL,182,ARN,17,11,22,VAA,0210,1040,17MAY,636.55,183.74,581.46,37.81,50.15,22.22
IR,188,ATH,16,12,12,MUC,0240,1530,17MAY,256.61,131.03,172.81,82.33,62.23,26.58
IR,474,ATL,12,12,4,IAH,0710,1820,17MAY,050.85,310.46,085.76,81.17,81.65,30.72
DL,483,BAV,18,18,22,CAN,0030,1000,17MAY,704.12,764.64,845.88,70.44,52.61,84.46
DL,663,BAV,12,29,19,PEK,0330,1030,17MAY,162.41,777.77,454.87,36.35,57.43,31.54
IR,052,BAV,28,15,18,TSN,0830,1600,18MAY,542.16,501.65,660.81,65.64,52.78,30.62
IR,876,BAV,24,26,7,TYN,0540,1320,18MAY,821.50,730.67,744.41,71.25,63.62,48.78
IR,883,BCN,24,12,32,VIE,0110,1540,18MAY,680.47,383.45,058.64,35.21,34.28,65.02
IR,231,BHY,23,32,3,HGH,0100,1300,18MAY,373.68,002.60,070.74,30.11,54.73,64.03
IR,005,BHY,23,18,31,PEK,0840,1430,18MAY,264.80,640.06,218.15,75.87,38.64,71.43
DL,566,BKK,20,4,29,PEK,0820,1020,18MAY,112.64,245.33,842.01,32.87,42.78,83.63
DL,842,ABE,5,16,6,ATL,0030,1720,18MAY,844.65,788.15,174.16,62.00,65.04,30.52
IR,852,ABJ,15,11,28,CDG,0420,1100,18MAY,226.38,245.78,755.82,82.06,54.31,45.05
DL,584,ABQ,13,0,1,ATL,0620,1600,18MAY,741.18,730.72,352.43,37.04,64.52,46.32
DL,352,ABV,10,6,4,CDG,0700,1000,18MAY,451.05,582.74,650.80,85.63,45.38,42.16
DL,342,ABV,22,24,13,PHC,0640,1110,19MAY,162.18,873.26,045.73,34.61,40.14,28.83
IR,321,ABY,25,14,3,ATL,0020,1640,20MAY,268.14,665.25,084.88,35.68,28.58,42.07
IR,632,ABZ,22,3,22,CDG,0620,1010,20MAY,456.04,513.78,846.84,61.78,77.52,32.15
DL,634,AEX,1,18,12,ATL,0500,1320,20MAY,710.62,072.47,857.25,40.40,86.15,80.86
IR,861,AGP,21,10,14,CDG,0800,1740,21MAY,164.47,325.57,237.28,44.53,47.10,84.62
IR,523,AGS,16,2,8,ATL,0400,1000,21MAY,885.75,347.13,472.82,33.24,76.08,36.17
IR,778,AJA,31,13,5,LGG,0130,1120,21MAY,430.35,173.31,670.20,87.58,67.53,57.25
IR,147,AJA,12,32,12,LYS,0330,1120,21MAY,255.15,111.87,582.18,76.78,35.22,43.36
DL,558,AJA,2,27,10,MRS,0340,1400,22MAY,716.72,420.05,444.06,66.83,85.05,81.08
DL,153,AJA,15,0,20,NCE,0110,1420,22MAY,345.71,783.01,561.76,37.71,36.57,35.16
IR,524,AJA,4,0,0,NTE,0020,1140,22MAY,564.06,068.07,247.82,47.63,56.74,44.66
DL,502,AJA,1,10,31,ORY,0640,1540,22MAY,566.66,520.85,076.58,85.03,36.71,23.71
IR,625,AJA,19,6,6,TLS,0120,1440,23MAY,522.55,141.47,542.61,52.08,78.71,66.35
DL,476,ALB,13,13,15,ATL,0740,1610,23MAY,426.12,331.02,203.44,40.02,71.64,27.68
IR,533,ALG,30,0,9,CDG,0630,1600,23MAY,764.87,782.80,126.25,53.86,56.23,58.51
DL,243,ALG,4,4,20,MRS,0120,1210,23MAY,004.23,013.14,087.37,76.83,85.42,45.15
IR,720,AMM,21,8,7,CDG,0220,1620,24MAY,620.82,587.42,558.53,21.33,48.42,45.77
IR,085,AMS,28,21,5,AUH,0420,1640,24MAY,042.61,535.55,348.14,63.42,74.70,43.44
DL,062,AMS,31,6,30,BOD,0110,1630,24MAY,676.88,375.27,143.11,30.73,83.28,38.77
DL,872,AMS,5,18,10,BSL,0030,1820,24MAY,003.03,741.66,558.78,55.46,81.32,56.74
DL,252,AMS,13,24,19,CDG,0010,1230,25MAY,646.18,571.54,313.48,66.44,67.75,41.27
DL,362,AMS,14,28,6,CFE,0440,1710,25MAY,167.45,137.06,381.30,63.53,82.26,52.46
IR,433,AMS,0,6,4,DMM,0630,1340,25MAY,405.40,707.41,220.56,60.60,76.77,61.13
IR,188,AMS,29,0,12,DOH,0610,1500,26MAY,607.78,837.53,133.12,66.31,47.50,73.61
DL,466,AMS,23,30,16,HRE,0330,1510,26MAY,445.17,765.80,678.61,65.66,62.22,87.64
DL,687,AMS,27,23,19,JRO,0230,1010,26MAY,185.30,707.85,863.80,45.08,83.74,66.72
IR,381,AMS,24,12,8,KGL,0820,1400,27MAY,161.17,234.33,575.06,23.73,75.58,34.25
DL,228,AMS,26,13,12,KUL,0240,1500,27MAY,411.71,222.27,888.82,31.74,73.16,26.41
IR,237,AMS,5,9,7,KWI,0330,1810,27MAY,447.57,025.18,061.48,78.88,76.38,74.27
IR,381,AMS,20,16,14,LCY,0310,1340,28MAY,721.23,865.23,544.30,43.63,46.53,27.00
DL,302,AMS,15,18,9,LYS,0820,1810,28MAY,206.77,554.61,566.04,38.66,65.22,82.72
DL,251,AMS,30,13,28,MRS,0440,1820,28MAY,571.00,184.23,131.64,76.55,88.01,35.25
IR,873,AMS,15,18,4,NCE,0330,1100,28MAY,660.00,383.64,331.21,43.24,62.22,31.61
